Al & Ryan,35
Andrew & Connie,17
Brett & Jim,34
Brothers in Arms,17
Cam & Paul,29
Charlie,38
Chris,40
Comorose,31
D.F.J.,34
Dan & Coutts,21
"Dave, Quinton, & Maj",38
Dennis & Bruce,28
Geoff Graham,30
Gilles,43
John M.,36
KJR Radio,27
Lu,27
Marty,35
Mr. Saturday Night,22
Nautical Disaster,15
Ross Graham,28
Shane & Dom,22
Team Charley,28
The Hurtin Albertins,25
ToMaTo,37
Yan,19
