Al & Ryan,43
Andrew & Connie,20
Brett & Jim,40
Brothers in Arms,23
Cam & Paul,34
Charlie,42
Chris,52
Comorose,39
D.F.J.,38
Dan & Coutts,28
"Dave, Quinton, & Maj",44
Dennis & Bruce,32
Geoff Graham,36
Gilles,49
John M.,43
KJR Radio,30
Lu,30
Marty,41
Mr. Saturday Night,29
Nautical Disaster,18
Ross Graham,36
Shane & Dom,28
Team Charley,29
The Hurtin Albertins,30
ToMaTo,42
Yan,26
